Code,Description
14132,Reconstruction of neck using scalpel
15072,Suturing of spine using laparoscope
16271,Suturing of knee using laser
10832,Excision of neck using endoscope
90453,Physical exam - follow-up visit
13148,Reconstruction of arm using catheter
13872,Drainage of chest using scalpel
81020,DNA screening evaluation
70435,Ultrasound of lungs with contrast
80661,Culture test evaluation
80760,Tissue analysis evaluation
15937,Drainage of brain using laparoscope
15433,Reconstruction of abdomen using endoscope
12474,Excision of knee using catheter
13554,Excision of eye using laser
00132,Local anesthesia for ear surgery
90900,Vaccination - follow-up visit
16315,Biopsy of spine using endoscope
14050,Reconstruction of eye using endoscope
15042,Reconstruction of heart using catheter
70120,Ultrasound of lungs with contrast
70571,Fluoroscopy of neck with contrast
16198,Suturing of skin using laser
80971,Culture test evaluation
70840,Fluoroscopy of kidney with contrast
70636,Fluoroscopy of kidney with contrast
71118,X-ray of heart with contrast
11036,Suturing of arm using catheter
12095,Drainage of kidney using scalpel
11582,Drainage of skin using catheter
15161,Reconstruction of chest using scalpel
11673,Reconstruction of skin using scalpel
11555,Repair of kidney using laser
70816,X-ray of neck with contrast
16415,Drainage of kidney using catheter
14156,Suturing of liver using endoscope
13115,Reconstruction of arm using scalpel
90802,Therapy session - preventive screening
12888,Reconstruction of knee using laser
13307,Biopsy of leg using laser
15714,Reconstruction of knee using catheter
13909,Suturing of brain using catheter
16347,Biopsy of pelvis using scalpel
81038,Tissue analysis evaluation
90970,Physical exam - routine check
12603,Reconstruction of spine using laser
14585,Repair of knee using stent
15545,Excision of skin using laparoscope
10358,Repair of ear using endoscope
90686,Vaccination - preventive screening
80699,Tissue analysis evaluation
15131,Drainage of leg using scalpel
90685,Vaccination - preventive screening
13194,Repair of arm using catheter
13759,Drainage of neck using scalpel
10589,Drainage of kidney using laparoscope
14933,Biopsy of spine using scalpel
90657,Consultation - follow-up visit
14027,Biopsy of chest using laser
14966,Biopsy of knee using scalpel
80962,DNA screening evaluation
70867,Ultrasound of kidney with contrast
12037,Excision of chest using laparoscope
70589,Fluoroscopy of lungs with contrast
16153,Repair of liver using catheter
90751,Physical exam - routine check
00247,General anesthesia for knee surgery
10532,Suturing of skin using laser
10798,Biopsy of knee using laparoscope
70910,Ultrasound of chest with contrast
90934,Therapy session - preventive screening
15115,Repair of liver using scalpel
70493,MRI scan of ear with contrast
16350,Repair of liver using scalpel
70238,X-ray of neck with contrast
80201,DNA screening evaluation
90462,Consultation - routine check
10377,Biopsy of ear using endoscope
80093,Culture test evaluation
90935,Physical exam - preventive screening
13006,Excision of skin using laparoscope
10880,Excision of ear using catheter
15920,Biopsy of pelvis using scalpel
11974,Biopsy of liver using stent
15978,Biopsy of heart using catheter
14060,Drainage of abdomen using endoscope
14999,Drainage of heart using laparoscope
14738,Drainage of neck using scalpel
80309,Culture test evaluation
00245,General anesthesia for ear surgery
12665,Reconstruction of chest using catheter
90479,Consultation - preventive screening
12391,Suturing of spine using endoscope
12939,Repair of lungs using scalpel
80619,DNA screening evaluation
14061,Reconstruction of ear using stent
10200,Suturing of pelvis using endoscope
90424,Vaccination - follow-up visit
13776,Excision of spine using endoscope
12281,Drainage of lungs using scalpel
91053,Vaccination - follow-up visit
80318,DNA screening evaluation
14005,Drainage of ear using catheter
14898,Drainage of brain using catheter
90890,Therapy session - follow-up visit
14573,Excision of chest using catheter
11653,Reconstruction of heart using scalpel
11304,Suturing of kidney using catheter
10451,Reconstruction of leg using endoscope
12462,Reconstruction of heart using endoscope
90519,Vaccination - follow-up visit
15844,Excision of neck using stent
15388,Excision of knee using catheter
13905,Reconstruction of heart using endoscope
13766,Drainage of skin using catheter
14051,Drainage of abdomen using laser
91078,Consultation - preventive screening
12473,Drainage of liver using endoscope
10684,Biopsy of knee using stent
12965,Reconstruction of pelvis using laser
70331,Fluoroscopy of heart with contrast
16482,Repair of heart using scalpel
12957,Suturing of kidney using scalpel
15285,Drainage of arm using catheter
15509,Repair of spine using scalpel
15824,Reconstruction of leg using endoscope
70121,MRI scan of liver with contrast
91211,Physical exam - routine check
91168,Vaccination - preventive screening
11079,Reconstruction of lungs using laparoscope
80830,Blood test evaluation
14084,Suturing of liver using endoscope
80371,Tissue analysis evaluation
10037,Repair of abdomen using catheter
81049,Culture test evaluation
15256,Biopsy of abdomen using laparoscope
90358,Physical exam - follow-up visit
10290,Drainage of chest using stent
13486,Drainage of heart using catheter
70844,MRI scan of abdomen with contrast
70456,Ultrasound of pelvis with contrast
13570,Biopsy of lungs using laparoscope
12506,Suturing of arm using laser
90332,Physical exam - preventive screening
91046,Physical exam - routine check
10140,Reconstruction of leg using catheter
10345,Repair of neck using scalpel
12434,Biopsy of abdomen using catheter
10770,Biopsy of pelvis using catheter
90348,Vaccination - follow-up visit
80341,DNA screening evaluation
13912,Reconstruction of pelvis using scalpel
80223,Culture test evaluation
16377,Reconstruction of pelvis using laser
15861,Biopsy of ear using stent
14319,Biopsy of ear using endoscope
10620,Repair of chest using scalpel
10258,Reconstruction of knee using catheter
15575,Biopsy of lungs using scalpel
10286,Excision of pelvis using endoscope
91089,Consultation - follow-up visit
70218,CT scan of spine with contrast
70039,Ultrasound of abdomen with contrast
71041,MRI scan of abdomen with contrast
13018,Excision of brain using laser
12044,Drainage of abdomen using stent
13748,Drainage of pelvis using scalpel
12776,Repair of neck using laparoscope
15428,Suturing of neck using endoscope
13216,Excision of liver using stent
12675,Repair of ear using scalpel
00181,Sedation for pelvis surgery
12125,Reconstruction of chest using endoscope
15608,Biopsy of knee using laparoscope
10611,Suturing of liver using stent
14436,Reconstruction of abdomen using endoscope
14086,Biopsy of brain using stent
70422,CT scan of kidney with contrast
12967,Excision of knee using endoscope
70381,Fluoroscopy of knee with contrast
90942,Consultation - preventive screening
80766,Blood test evaluation
12831,Excision of pelvis using endoscope
80109,DNA screening evaluation
14659,Excision of ear using endoscope
70999,MRI scan of brain with contrast
16171,Drainage of spine using endoscope
81023,DNA screening evaluation
90341,Vaccination - routine check
10837,Excision of ear using laser
00171,General anesthesia for eye surgery
91149,Therapy session - follow-up visit
12128,Repair of abdomen using endoscope
10998,Drainage of ear using scalpel
70340,Ultrasound of arm with contrast
10676,Repair of arm using scalpel
12525,Excision of leg using scalpel
16081,Excision of liver using stent
80917,Blood test evaluation
13271,Reconstruction of arm using laparoscope
13156,Repair of abdomen using endoscope
16035,Reconstruction of liver using endoscope
11737,Repair of abdomen using laparoscope
14586,Excision of pelvis using laparoscope
70311,X-ray of leg with contrast
71081,Fluoroscopy of eye with contrast
12404,Drainage of ear using catheter
16380,Repair of neck using scalpel
10383,Reconstruction of liver using scalpel
12998,Biopsy of abdomen using catheter
15367,Repair of skin using scalpel
14112,Suturing of liver using laser
70672,MRI scan of lungs with contrast
80333,Culture test evaluation
00269,Local anesthesia for brain surgery
14740,Suturing of brain using scalpel
11621,Repair of kidney using catheter
15717,Excision of arm using laser
80225,DNA screening evaluation
10151,Repair of ear using endoscope
80120,Culture test evaluation
11781,Biopsy of eye using laparoscope
12846,Biopsy of kidney using stent
80237,Blood test evaluation
71105,Fluoroscopy of spine with contrast
70793,Fluoroscopy of chest with contrast
12821,Drainage of pelvis using catheter
11711,Drainage of knee using scalpel
15664,Biopsy of eye using laparoscope
15971,Repair of brain using scalpel
12732,Biopsy of brain using endoscope
00142,Local anesthesia for abdomen surgery
12075,Drainage of neck using endoscope
16134,Reconstruction of neck using laparoscope
91193,Therapy session - follow-up visit
12144,Drainage of pelvis using stent
90664,Therapy session - preventive screening
14397,Excision of arm using endoscope
80885,Culture test evaluation
12510,Reconstruction of leg using laser
10223,Reconstruction of pelvis using endoscope
14938,Reconstruction of skin using scalpel
16532,Drainage of liver using laser
70221,CT scan of pelvis with contrast
80540,DNA screening evaluation
11649,Drainage of brain using laser
90943,Consultation - follow-up visit
11321,Excision of liver using catheter
10083,Suturing of chest using stent
10003,Drainage of knee using laparoscope
71012,Ultrasound of spine with contrast
11434,Biopsy of spine using laparoscope
91064,Physical exam - follow-up visit
14491,Repair of liver using endoscope
12463,Excision of lungs using endoscope
12161,Reconstruction of neck using laser
10011,Reconstruction of spine using scalpel
13379,Drainage of brain using stent
00109,General anesthesia for chest surgery
15609,Repair of kidney using laser
14673,Reconstruction of ear using laser
12621,Drainage of pelvis using scalpel
13141,Reconstruction of lungs using scalpel
13730,Repair of eye using laparoscope
80243,DNA screening evaluation
90413,Consultation - preventive screening
80151,Blood test evaluation
10961,Excision of leg using catheter
10074,Drainage of leg using laparoscope
11873,Reconstruction of neck using endoscope
16203,Suturing of leg using endoscope
16586,Excision of kidney using scalpel
80228,Blood test evaluation
00127,Sedation for arm surgery
15040,Repair of chest using laser
70419,Ultrasound of eye with contrast
13970,Suturing of neck using stent
14241,Biopsy of knee using endoscope
14152,Repair of heart using laser
13374,Reconstruction of ear using catheter
11112,Biopsy of chest using laser
11681,Repair of heart using catheter
12180,Biopsy of liver using laparoscope
80592,Blood test evaluation
12684,Reconstruction of chest using laser
11277,Excision of abdomen using scalpel
14722,Biopsy of spine using stent
16286,Repair of kidney using scalpel
16048,Reconstruction of chest using laparoscope
15982,Repair of neck using scalpel
15049,Reconstruction of ear using laser
70062,Fluoroscopy of arm with contrast
16486,Excision of chest using laser
11763,Suturing of spine using laser
15004,Repair of heart using laser
70593,Fluoroscopy of leg with contrast
14467,Drainage of lungs using stent
10701,Biopsy of pelvis using scalpel
70950,Ultrasound of neck with contrast
80659,DNA screening evaluation
11640,Biopsy of brain using catheter
16460,Excision of liver using endoscope
14686,Drainage of pelvis using laparoscope
10429,Repair of chest using catheter
80845,Blood test evaluation
12587,Suturing of eye using laparoscope
12742,Biopsy of arm using endoscope
11647,Repair of pelvis using catheter
16158,Excision of knee using endoscope
10759,Repair of liver using laser
12574,Biopsy of chest using laser
14168,Suturing of chest using catheter
11211,Drainage of knee using stent
12845,Excision of pelvis using stent
10906,Reconstruction of abdomen using stent
90838,Physical exam - follow-up visit
11608,Reconstruction of knee using endoscope
90372,Therapy session - routine check
16619,Biopsy of heart using stent
70645,Fluoroscopy of lungs with contrast
13553,Drainage of leg using laparoscope
70794,X-ray of kidney with contrast
90973,Vaccination - preventive screening
10991,Repair of chest using catheter
16371,Excision of lungs using endoscope
70066,MRI scan of spine with contrast
10197,Excision of skin using laparoscope
70790,X-ray of chest with contrast
80537,DNA screening evaluation
15831,Biopsy of eye using stent
11656,Reconstruction of ear using scalpel
14438,Suturing of neck using scalpel
10412,Repair of skin using stent
15581,Excision of skin using laser
14942,Reconstruction of heart using laser
90697,Vaccination - follow-up visit
16431,Reconstruction of abdomen using laser
11439,Reconstruction of chest using catheter
14529,Drainage of leg using scalpel
16592,Repair of lungs using catheter
10133,Biopsy of liver using laser
16353,Suturing of neck using laser
71080,X-ray of chest with contrast
70919,Fluoroscopy of eye with contrast
80417,Tissue analysis evaluation
16082,Repair of abdomen using catheter
12498,Excision of heart using stent
15729,Repair of kidney using catheter
90766,Consultation - follow-up visit
14029,Excision of liver using stent
70547,Ultrasound of brain with contrast
70686,Ultrasound of eye with contrast
15875,Suturing of neck using catheter
90330,Vaccination - routine check
15942,Excision of spine using stent
13410,Excision of chest using laparoscope
12111,Biopsy of heart using endoscope
15405,Suturing of brain using laparoscope
10252,Reconstruction of heart using scalpel
13545,Excision of leg using catheter
15038,Suturing of skin using scalpel
70225,Fluoroscopy of chest with contrast
80656,DNA screening evaluation
81037,Culture test evaluation
91075,Physical exam - follow-up visit
80469,Culture test evaluation
13503,Reconstruction of pelvis using laser
16477,Repair of chest using stent
13788,Biopsy of abdomen using scalpel
16270,Suturing of ear using stent
91136,Physical exam - follow-up visit
13871,Suturing of spine using scalpel
90986,Therapy session - follow-up visit
11061,Excision of abdomen using stent
10557,Repair of eye using catheter
11264,Excision of kidney using endoscope
13420,Excision of arm using laparoscope
13330,Reconstruction of brain using laser
81014,Blood test evaluation
10825,Repair of kidney using endoscope
80429,DNA screening evaluation
14793,Excision of pelvis using laparoscope
12353,Suturing of lungs using endoscope
13944,Biopsy of brain using laparoscope
15255,Suturing of neck using laparoscope
70379,CT scan of knee with contrast
16142,Repair of brain using laser
80258,Blood test evaluation
13460,Suturing of lungs using laparoscope
80729,Culture test evaluation
80527,Culture test evaluation
15274,Suturing of kidney using stent
80436,Tissue analysis evaluation
13102,Drainage of lungs using laser
14503,Repair of eye using catheter
70694,CT scan of abdomen with contrast
70366,CT scan of ear with contrast
70689,Fluoroscopy of skin with contrast
71014,X-ray of abdomen with contrast
16307,Repair of brain using stent
10515,Reconstruction of ear using laparoscope
90449,Physical exam - preventive screening
90333,Therapy session - routine check
13803,Excision of pelvis using catheter
14303,Biopsy of knee using catheter
80756,Blood test evaluation
12984,Excision of arm using endoscope
13401,Repair of heart using endoscope
80800,DNA screening evaluation
13586,Biopsy of ear using laparoscope
15171,Suturing of ear using catheter
80658,Culture test evaluation
13999,Repair of pelvis using laparoscope
12645,Reconstruction of abdomen using laparoscope
14770,Drainage of neck using endoscope
13917,Suturing of heart using scalpel
70414,CT scan of spine with contrast
10501,Suturing of leg using catheter
11932,Suturing of knee using scalpel
80467,DNA screening evaluation
14991,Reconstruction of eye using stent
10809,Repair of heart using laparoscope
70989,Ultrasound of knee with contrast
14599,Biopsy of eye using endoscope
11918,Repair of lungs using stent
15915,Excision of lungs using catheter
16344,Drainage of spine using catheter
12101,Excision of pelvis using catheter
71061,CT scan of chest with contrast
14091,Biopsy of neck using scalpel
13640,Drainage of neck using stent
70031,X-ray of kidney with contrast
70723,MRI scan of spine with contrast
13097,Repair of ear using stent
11607,Excision of heart using laser
90633,Consultation - follow-up visit
16370,Excision of pelvis using laser
70959,Fluoroscopy of kidney with contrast
12581,Reconstruction of pelvis using scalpel
12388,Biopsy of brain using scalpel
11855,Drainage of liver using laser
90643,Physical exam - follow-up visit
15456,Biopsy of ear using scalpel
15369,Repair of pelvis using stent
11678,Biopsy of pelvis using stent
16132,Repair of abdomen using laparoscope
11424,Biopsy of lungs using laparoscope
11773,Repair of brain using laser
70200,MRI scan of kidney with contrast
90831,Consultation - follow-up visit
16449,Biopsy of neck using laser
15347,Excision of spine using laser
11368,Drainage of pelvis using laparoscope
00232,General anesthesia for eye surgery
15378,Repair of pelvis using laparoscope
12381,Drainage of lungs using catheter
00224,General anesthesia for arm surgery
12119,Reconstruction of liver using scalpel
71027,CT scan of skin with contrast
15192,Biopsy of leg using catheter
00146,General anesthesia for chest surgery
70889,CT scan of knee with contrast
91178,Consultation - routine check
13263,Reconstruction of ear using catheter
12655,Excision of leg using stent
11173,Reconstruction of pelvis using scalpel
90958,Physical exam - preventive screening
70952,X-ray of spine with contrast
16405,Biopsy of eye using scalpel
80642,Tissue analysis evaluation
12880,Suturing of abdomen using catheter
13185,Biopsy of arm using scalpel
15118,Reconstruction of liver using endoscope
15856,Reconstruction of heart using catheter
13502,Suturing of skin using stent
15263,Drainage of knee using laparoscope
70245,MRI scan of heart with contrast
80782,Culture test evaluation
15160,Suturing of knee using scalpel
80786,Tissue analysis evaluation
11927,Biopsy of ear using stent
16332,Repair of chest using scalpel
90850,Therapy session - preventive screening
80400,Culture test evaluation
12583,Biopsy of arm using catheter
12276,Reconstruction of brain using endoscope
70244,X-ray of kidney with contrast
14879,Excision of kidney using catheter
12631,Suturing of brain using catheter
80363,Culture test evaluation
15260,Repair of kidney using catheter
13758,Reconstruction of brain using scalpel
13203,Excision of pelvis using scalpel
12437,Excision of kidney using scalpel
70080,Ultrasound of ear with contrast
15645,Biopsy of neck using laparoscope
90885,Vaccination - routine check
10625,Biopsy of abdomen using stent
11605,Drainage of neck using stent
13323,Drainage of heart using scalpel
13922,Suturing of neck using stent
12405,Repair of lungs using endoscope
14408,Biopsy of pelvis using scalpel
15819,Excision of abdomen using stent
14227,Excision of skin using endoscope
90753,Physical exam - routine check
00239,Local anesthesia for pelvis surgery
16102,Suturing of spine using laser
12730,Reconstruction of eye using stent
11646,Suturing of spine using stent
12425,Excision of knee using endoscope
11233,Biopsy of lungs using laparoscope
80312,Culture test evaluation
11837,Drainage of skin using scalpel
91123,Vaccination - routine check
12922,Reconstruction of kidney using laser
80807,Culture test evaluation
16612,Biopsy of pelvis using laparoscope
11166,Drainage of arm using scalpel
14953,Biopsy of liver using stent
70198,Ultrasound of skin with contrast
80105,Tissue analysis evaluation
14432,Biopsy of chest using laparoscope
12594,Excision of pelvis using endoscope
70508,MRI scan of arm with contrast
12431,Excision of skin using scalpel
91139,Consultation - follow-up visit
15864,Drainage of kidney using laparoscope
80824,Culture test evaluation
70197,CT scan of kidney with contrast
10221,Reconstruction of lungs using stent
12326,Repair of pelvis using laser
10609,Reconstruction of chest using endoscope
10480,Drainage of leg using endoscope
10454,Drainage of arm using catheter
13146,Repair of leg using stent
80518,Tissue analysis evaluation
14483,Suturing of brain using catheter
11491,Drainage of pelvis using laser
12562,Reconstruction of leg using laparoscope
12721,Reconstruction of pelvis using laparoscope
90699,Vaccination - routine check
15881,Repair of liver using laser
90636,Physical exam - follow-up visit
70146,Ultrasound of leg with contrast
14046,Repair of chest using laser
80634,Tissue analysis evaluation
13701,Suturing of skin using scalpel
91042,Vaccination - preventive screening
15793,Repair of chest using laparoscope
10010,Reconstruction of kidney using laparoscope
80432,Culture test evaluation
70691,Ultrasound of abdomen with contrast
15849,Biopsy of arm using endoscope
11562,Biopsy of neck using catheter
14969,Suturing of arm using scalpel
80727,DNA screening evaluation
80286,Tissue analysis evaluation
15711,Drainage of heart using scalpel
70143,MRI scan of chest with contrast
14357,Suturing of knee using stent
15014,Excision of liver using catheter
10599,Repair of spine using catheter
12928,Drainage of neck using stent
11753,Reconstruction of neck using endoscope
12268,Reconstruction of neck using laser
90361,Consultation - preventive screening
90403,Physical exam - preventive screening
12189,Drainage of pelvis using scalpel
16108,Biopsy of spine using laser
11344,Drainage of spine using endoscope
15577,Repair of ear using scalpel
15839,Drainage of kidney using scalpel
90523,Consultation - follow-up visit
70894,Ultrasound of neck with contrast
12695,Biopsy of ear using scalpel
15961,Biopsy of ear using stent
91175,Consultation - follow-up visit
13331,Biopsy of chest using endoscope
91006,Therapy session - routine check
70035,MRI scan of pelvis with contrast
11349,Biopsy of skin using stent
10118,Drainage of ear using stent
70201,Ultrasound of ear with contrast
80615,Culture test evaluation
10553,Suturing of knee using laser
11599,Excision of abdomen using endoscope
13663,Repair of skin using scalpel
10036,Excision of eye using laparoscope
80511,Tissue analysis evaluation
16133,Reconstruction of lungs using scalpel
80795,DNA screening evaluation
15792,Repair of kidney using endoscope
70935,CT scan of spine with contrast
91037,Physical exam - routine check
90590,Consultation - follow-up visit
15165,Excision of skin using scalpel
14114,Excision of ear using laser
13345,Repair of skin using laparoscope
11969,Drainage of liver using stent
10877,Excision of heart using catheter
12997,Suturing of pelvis using catheter
11124,Excision of kidney using laser
11362,Repair of spine using laparoscope
10523,Excision of kidney using scalpel
12289,Biopsy of heart using laser
70118,Ultrasound of knee with contrast
10641,Excision of spine using stent
70788,Ultrasound of liver with contrast
70074,MRI scan of chest with contrast
14750,Reconstruction of spine using stent
11596,Excision of arm using stent
11595,Biopsy of heart using scalpel
80359,DNA screening evaluation
14210,Reconstruction of lungs using scalpel
80884,Blood test evaluation
10447,Reconstruction of kidney using laparoscope
91207,Therapy session - routine check
14988,Drainage of pelvis using laser
13424,Repair of brain using stent
80579,DNA screening evaluation
70284,Fluoroscopy of knee with contrast
11252,Repair of chest using stent
11114,Drainage of eye using laser
12102,Drainage of ear using laser
70892,CT scan of chest with contrast
13625,Biopsy of brain using laparoscope
13828,Repair of ear using laser
11174,Reconstruction of heart using laparoscope
80453,DNA screening evaluation
70150,MRI scan of arm with contrast
14783,Reconstruction of ear using scalpel
12272,Biopsy of abdomen using endoscope
12884,Biopsy of brain using catheter
71032,CT scan of kidney with contrast
16228,Reconstruction of arm using scalpel
90450,Therapy session - routine check
70226,MRI scan of brain with contrast
11820,Biopsy of brain using catheter
80060,Blood test evaluation
13436,Suturing of pelvis using catheter
10929,Suturing of pelvis using endoscope
16367,Reconstruction of knee using catheter
11287,Repair of chest using stent
14625,Drainage of skin using laser
12904,Suturing of eye using endoscope
80986,Culture test evaluation
81085,Tissue analysis evaluation
13168,Biopsy of ear using endoscope
10308,Reconstruction of knee using laser
13505,Suturing of eye using endoscope
10860,Repair of eye using laser
16215,Repair of brain using laser
16597,Repair of lungs using laparoscope
70092,Fluoroscopy of neck with contrast
12924,Repair of eye using stent
00155,Sedation for heart surgery
11497,Repair of knee using stent
12652,Biopsy of eye using endoscope
91116,Physical exam - preventive screening
14120,Excision of skin using scalpel
14594,Drainage of knee using catheter
12325,Suturing of arm using stent
14967,Excision of skin using endoscope
16489,Repair of brain using stent
90908,Consultation - routine check
14847,Excision of knee using catheter
11510,Drainage of chest using scalpel
15249,Suturing of neck using laparoscope
13484,Drainage of ear using laser
14514,Reconstruction of neck using laser
80969,Tissue analysis evaluation
14435,Drainage of heart using laparoscope
16455,Drainage of pelvis using catheter
16123,Suturing of abdomen using scalpel
70841,CT scan of neck with contrast
11043,Excision of leg using endoscope
70798,CT scan of skin with contrast
12130,Suturing of abdomen using laparoscope
13111,Repair of leg using scalpel
90346,Vaccination - preventive screening
80570,Culture test evaluation
10062,Biopsy of knee using laser
11951,Excision of pelvis using catheter
14030,Repair of heart using laparoscope
11923,Drainage of neck using stent
70915,CT scan of skin with contrast
10101,Drainage of abdomen using endoscope
12056,Suturing of liver using catheter
90598,Consultation - follow-up visit
70530,MRI scan of leg with contrast
12741,Suturing of heart using laser
81006,Tissue analysis evaluation
00133,Local anesthesia for knee surgery
10367,Reconstruction of spine using laparoscope
14964,Reconstruction of chest using laser
70170,Ultrasound of leg with contrast
12667,Suturing of lungs using scalpel
11740,Repair of kidney using stent
10785,Reconstruction of kidney using laparoscope
11547,Drainage of heart using stent
81062,DNA screening evaluation
16213,Suturing of eye using scalpel
12575,Suturing of eye using laparoscope
80968,Culture test evaluation
80370,Blood test evaluation
16012,Excision of abdomen using laparoscope
70337,Ultrasound of pelvis with contrast
12752,Reconstruction of kidney using laparoscope
80156,Culture test evaluation
13050,Suturing of knee using laser
13266,Excision of heart using laparoscope
13899,Excision of spine using endoscope
80569,DNA screening evaluation
10696,Suturing of eye using stent
90762,Consultation - routine check
91252,Consultation - routine check
80324,Blood test evaluation
16250,Excision of brain using scalpel
70195,Fluoroscopy of ear with contrast
14222,Drainage of neck using laser
15990,Drainage of liver using laparoscope
11911,Drainage of lungs using stent
14747,Drainage of eye using laparoscope
11150,Biopsy of pelvis using catheter
10179,Drainage of eye using stent
13605,Reconstruction of ear using endoscope
15327,Repair of ear using catheter
70586,X-ray of neck with contrast
90287,Therapy session - preventive screening
70023,CT scan of neck with contrast
11299,Suturing of kidney using laser
11816,Repair of arm using laparoscope
16596,Biopsy of lungs using laser
80246,Blood test evaluation
70408,CT scan of leg with contrast
71034,CT scan of kidney with contrast
13852,Drainage of chest using catheter
70809,Ultrasound of lungs with contrast
80510,Blood test evaluation
13966,Reconstruction of lungs using scalpel
13366,Repair of knee using endoscope
80141,Culture test evaluation
12937,Repair of kidney using scalpel
16248,Reconstruction of brain using catheter
70806,X-ray of kidney with contrast
16112,Reconstruction of lungs using laser
12471,Biopsy of heart using stent
13764,Drainage of ear using catheter
14727,Reconstruction of spine using catheter
80937,DNA screening evaluation
14285,Suturing of eye using laser
13518,Suturing of kidney using scalpel
16515,Reconstruction of ear using laser
12296,Reconstruction of eye using scalpel
13527,Biopsy of heart using catheter
15110,Drainage of heart using stent
14364,Biopsy of heart using catheter
15646,Repair of abdomen using catheter
10992,Drainage of pelvis using stent
15168,Suturing of pelvis using scalpel
14784,Repair of skin using stent
10136,Reconstruction of skin using laser
10350,Repair of knee using endoscope
11506,Reconstruction of lungs using laparoscope
13671,Excision of eye using scalpel
13033,Suturing of heart using endoscope
11926,Repair of pelvis using endoscope
14310,Excision of pelvis using stent
16425,Excision of leg using laser
12315,Excision of knee using endoscope
80090,DNA screening evaluation
14920,Drainage of lungs using stent
70365,CT scan of knee with contrast
70018,Ultrasound of kidney with contrast
14090,Reconstruction of spine using laparoscope
15348,Biopsy of heart using scalpel
12265,Repair of lungs using catheter
12359,Drainage of abdomen using catheter
14246,Repair of abdomen using catheter
70859,Ultrasound of ear with contrast
16499,Repair of knee using stent
10458,Drainage of spine using catheter
15501,Repair of pelvis using endoscope
10199,Excision of skin using scalpel
80441,Blood test evaluation
11771,Drainage of arm using scalpel
12964,Excision of abdomen using laparoscope
13219,Excision of chest using laparoscope
70881,X-ray of kidney with contrast
10865,Biopsy of abdomen using scalpel
13106,Drainage of brain using scalpel
81043,DNA screening evaluation
13473,Reconstruction of kidney using laparoscope
70067,Ultrasound of abdomen with contrast
80497,Blood test evaluation
90628,Physical exam - routine check
12148,Excision of skin using laser
14405,Drainage of pelvis using scalpel
14347,Excision of heart using laser
10970,Excision of chest using endoscope
15062,Biopsy of knee using laser
15218,Suturing of skin using endoscope
70275,Ultrasound of knee with contrast
12764,Drainage of brain using stent
11086,Reconstruction of skin using laser
14516,Repair of eye using laser
15968,Repair of knee using laparoscope
90404,Vaccination - preventive screening
90465,Vaccination - routine check
11159,Drainage of arm using endoscope
13582,Biopsy of knee using laser
14674,Suturing of eye using laparoscope
90556,Vaccination - follow-up visit
12542,Drainage of abdomen using laser
70481,CT scan of knee with contrast
80731,Tissue analysis evaluation
13742,Excision of leg using laparoscope
70401,MRI scan of heart with contrast
10784,Repair of spine using laparoscope
15720,Excision of skin using catheter
71115,CT scan of heart with contrast
12683,Reconstruction of brain using laparoscope
70579,MRI scan of skin with contrast
10182,Drainage of eye using endoscope
13893,Suturing of lungs using scalpel
12858,Suturing of knee using endoscope
10828,Drainage of eye using scalpel
14571,Reconstruction of arm using laser
13382,Biopsy of brain using endoscope
70700,X-ray of knee with contrast
13137,Biopsy of liver using catheter
11087,Repair of skin using laser
11944,Reconstruction of ear using stent
15977,Drainage of leg using catheter
12852,Suturing of lungs using catheter
13117,Suturing of skin using stent
10209,Biopsy of abdomen using catheter
80833,Tissue analysis evaluation
91121,Therapy session - follow-up visit
16135,Biopsy of lungs using scalpel
16633,Suturing of kidney using laparoscope
16232,Excision of kidney using stent
80551,Culture test evaluation
15879,Excision of neck using catheter
90603,Physical exam - routine check
16328,Suturing of lungs using endoscope
15927,Drainage of spine using stent
14040,Suturing of lungs using laser
15434,Suturing of leg using scalpel
12122,Suturing of spine using laparoscope
90723,Therapy session - follow-up visit
14271,Drainage of chest using catheter
14176,Repair of abdomen using laparoscope
16383,Reconstruction of liver using endoscope
12351,Drainage of knee using scalpel
11254,Biopsy of pelvis using laser
10397,Biopsy of eye using laser
13715,Drainage of liver using laparoscope
14009,Biopsy of neck using stent
12331,Suturing of chest using endoscope
90992,Therapy session - follow-up visit
15933,Biopsy of kidney using scalpel
10868,Biopsy of ear using laparoscope
13491,Repair of abdomen using laser
10903,Repair of heart using catheter
11409,Reconstruction of ear using scalpel
12396,Reconstruction of spine using stent
12568,Reconstruction of eye using catheter
70063,Ultrasound of abdomen with contrast
13818,Repair of abdomen using stent
90679,Physical exam - routine check
10189,Excision of neck using stent
91148,Physical exam - routine check
16069,Repair of neck using catheter
11517,Repair of neck using catheter
13299,Drainage of ear using endoscope
70856,Fluoroscopy of ear with contrast
11455,Excision of neck using catheter
11063,Suturing of eye using catheter
16567,Biopsy of ear using stent
90887,Vaccination - preventive screening
70582,Ultrasound of eye with contrast
10711,Drainage of lungs using stent
14101,Suturing of brain using scalpel
13504,Reconstruction of lungs using scalpel
11236,Suturing of pelvis using laparoscope
10395,Drainage of liver using endoscope
14151,Reconstruction of eye using laser
12065,Suturing of spine using laparoscope
11066,Biopsy of chest using scalpel
16170,Suturing of abdomen using endoscope
11593,Repair of eye using scalpel
71059,MRI scan of neck with contrast
